date,account,category,amount,currency,converted amount,currency,description
12/05/2016,Наличные,Образование,-883,UAH,-883,UAH,
12/05/2016,Наличные,Еда,-63,UAH,-63,UAH,
15/05/2016,Наличные,Машина,-14,UAH,-14,UAH,
15/05/2016,ПриватБанк,Кафе,-223,UAH,-223,UAH,
16/05/2016,ПриватБанк,Кафе,-92,UAH,-92,UAH,
16/05/2016,Наличные,Booze,-24,UAH,-24,UAH,
18/05/2016,ПриватБанк,Жилье,-543,UAH,-543,UAH,
21/05/2016,Наличные,Развлечения,-20,UAH,-20,UAH,
21/05/2016,ПриватБанк,Зарплата,5 000,UAH,5 000,UAH,
21/05/2016,ПриватБанк,Образование,-6 460,UAH,-6 460,UAH,
22/05/2016,Наличные,Booze,-23,UAH,-23,UAH,
22/05/2016,Наличные,Еда,-17,UAH,-17,UAH,
23/05/2016,ПриватБанк,Другое,-2 500,UAH,-2 500,UAH,
23/05/2016,Наличные,Кафе,-63,UAH,-63,UAH,
23/05/2016,Наличные,Подарки,-100,UAH,-100,UAH,
23/05/2016,Наличные,Booze,-23,UAH,-23,UAH,
23/05/2016,Dollar,Обмен,-200,USD,-5 760,UAH,
23/05/2016,Dollar,Зарплата,700,USD,20 160,UAH,
23/05/2016,Dollar,Бонус,100,USD,2 880,UAH,
23/05/2016,ПриватБанк,Связь,-51,UAH,-51,UAH,
24/05/2016,ПриватБанк,Зарплата,5 000,UAH,5 000,UAH,
24/05/2016,Наличные,Кафе,-60,UAH,-60,UAH,
25/05/2016,Наличные,Подарки,-100,UAH,-100,UAH,
25/05/2016,Наличные,Такси,-80,UAH,-80,UAH,
25/05/2016,Наличные,Еда,-9,UAH,-9,UAH,
25/05/2016,Наличные,Booze,-24,UAH,-24,UAH,
25/05/2016,Гривна,Зарплата,2 500,UAH,2 500,UAH,
25/05/2016,Гривна,Жилье,-2 500,UAH,-2 500,UAH,
25/05/2016,Наличные,Другое,-84,UAH,-84,UAH,
25/05/2016,Гривна,To 'Наличные',-600,UAH,-600,UAH,
25/05/2016,Наличные,From 'Гривна',600,UAH,600,UAH,
25/05/2016,ПриватБанк,Еда,-245,UAH,-245,UAH,
27/05/2016,ПриватБанк,Еда,-378,UAH,-378,UAH,
27/05/2016,Наличные,Кафе,-60,UAH,-60,UAH,
28/05/2016,Наличные,Еда,-35,UAH,-35,UAH,
28/05/2016,Наличные,Booze,-42,UAH,-42,UAH,
28/05/2016,Наличные,Здоровье,-10,UAH,-10,UAH,
28/05/2016,Наличные,Еда,-2,UAH,-2,UAH,
29/05/2016,Наличные,Еда,-80,UAH,-80,UAH,
30/05/2016,Наличные,Еда,-29,UAH,-29,UAH,
30/05/2016,Наличные,Еда,-16,UAH,-16,UAH,
31/05/2016,Наличные,Кафе,-25,UAH,-25,UAH,
31/05/2016,ПриватБанк,Еда,-384,UAH,-384,UAH,
31/05/2016,Наличные,Другое,-7,UAH,-7,UAH,
31/05/2016,Наличные,Зарплата,2 275,UAH,2 275,UAH,
31/05/2016,Dollar,Сбережения,6 000,USD,172 800,UAH,
31/05/2016,Dollar,Сбережения,600,USD,17 280,UAH,
31/05/2016,Наличные,To 'Гривна',-2 000,UAH,-2 000,UAH,
31/05/2016,Гривна,From 'Наличные',2 000,UAH,2 000,UAH,
31/05/2016,Наличные,Другое,-18,UAH,-18,UAH,
01/06/2016,Наличные,Кафе,-60,UAH,-60,UAH,
02/06/2016,ПриватБанк,Электроника,-1 005,UAH,-1 005,UAH,
02/06/2016,Наличные,Бонус,93,UAH,93,UAH,
02/06/2016,Наличные,Кафе,-70,UAH,-70,UAH,
03/06/2016,Наличные,Кафе,-70,UAH,-70,UAH,
03/06/2016,Наличные,Еда,-600,UAH,-600,UAH,
03/06/2016,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
03/06/2016,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
04/06/2016,Наличные,Еда,-60,UAH,-60,UAH,
05/06/2016,ПриватБанк,Связь,-51,UAH,-51,UAH,
05/06/2016,ПриватБанк,Топливо,-900,UAH,-900,UAH,
06/06/2016,Наличные,Кафе,-70,UAH,-70,UAH,
06/06/2016,ПриватБанк,e-buy,-49,UAH,-49,UAH,
07/06/2016,Наличные,Кафе,-22,UAH,-22,UAH,
07/06/2016,Наличные,Кафе,-60,UAH,-60,UAH,
07/06/2016,Наличные,Подарки,-100,UAH,-100,UAH,
08/06/2016,Наличные,Кафе,-60,UAH,-60,UAH,
09/06/2016,Наличные,Другое,-5,UAH,-5,UAH,
09/06/2016,Наличные,Кафе,-60,UAH,-60,UAH,
09/06/2016,ПриватБанк,Образование,-883,UAH,-883,UAH,
10/06/2016,Наличные,Транспорт,-150,UAH,-150,UAH,
10/06/2016,Наличные,Другое,-200,UAH,-200,UAH,
10/06/2016,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
10/06/2016,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
10/06/2016,Наличные,Топливо,-1 097,UAH,-1 097,UAH,
10/06/2016,Наличные,Кафе,-54,UAH,-54,UAH,
10/06/2016,Наличные,Еда,-79,UAH,-79,UAH,
11/06/2016,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
11/06/2016,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
11/06/2016,Гривна,Бонус,2 400,UAH,2 400,UAH,
11/06/2016,Гривна,Зарплата,7 500,UAH,7 500,UAH,
11/06/2016,Наличные,Booze,-23,UAH,-23,UAH,
12/06/2016,Гривна,Жилье,-2 500,UAH,-2 500,UAH,
12/06/2016,Наличные,Еда,-24,UAH,-24,UAH,
12/06/2016,Наличные,Booze,-38,UAH,-38,UAH,
13/06/2016,Наличные,Транспорт,-4,UAH,-4,UAH,
13/06/2016,ПриватБанк,Связь,-102,UAH,-102,UAH,
14/06/2016,Наличные,Кафе,-70,UAH,-70,UAH,
14/06/2016,Наличные,Еда,-120,UAH,-120,UAH,
14/06/2016,Наличные,Booze,-23,UAH,-23,UAH,
15/06/2016,Наличные,Кафе,-80,UAH,-80,UAH,
15/06/2016,Наличные,Подарки,-50,UAH,-50,UAH,
15/06/2016,Dollar,Зарплата,100,USD,2 880,UAH,
15/06/2016,Наличные,Другое,-219,UAH,-219,UAH,
15/06/2016,Гривна,To 'Наличные',-500,UAH,-500,UAH,
15/06/2016,Наличные,From 'Гривна',500,UAH,500,UAH,
15/06/2016,ПриватБанк,Жилье,-229,UAH,-229,UAH,
15/06/2016,ПриватБанк,Жилье,-50,UAH,-50,UAH,
15/06/2016,ПриватБанк,Жилье,-261,UAH,-261,UAH,
16/06/2016,Наличные,Кафе,-60,UAH,-60,UAH,
17/06/2016,Наличные,Gum,-20,UAH,-20,UAH,
18/06/2016,Наличные,Еда,-660,UAH,-660,UAH,
19/06/2016,ПриватБанк,"Кино, театр, музей",-400,UAH,-400,UAH,
19/06/2016,Наличные,Бонус,200,UAH,200,UAH,
21/06/2016,Наличные,Подарки,-50,UAH,-50,UAH,
21/06/2016,Наличные,Другое,-200,UAH,-200,UAH,
21/06/2016,Наличные,Жилье,-35,UAH,-35,UAH,
22/06/2016,Наличные,Gum,-22,UAH,-22,UAH,
22/06/2016,Наличные,Еда,-144,UAH,-144,UAH,
22/06/2016,Наличные,Booze,-10,UAH,-10,UAH,
23/06/2016,ПриватБанк,e-buy,-25,UAH,-25,UAH,
23/06/2016,ПриватБанк,Связь,-204,UAH,-204,UAH,
23/06/2016,Наличные,Кафе,-70,UAH,-70,UAH,
23/06/2016,ПриватБанк,Зарплата,5 000,UAH,5 000,UAH,
23/06/2016,Dollar,Обмен,-200,USD,-5 760,UAH,
23/06/2016,Наличные,Booze,-8,UAH,-8,UAH,
24/06/2016,ПриватБанк,Еда,-630,UAH,-630,UAH,
24/06/2016,Наличные,Ремонт,-75,UAH,-75,UAH,
24/06/2016,Наличные,Кафе,-80,UAH,-80,UAH,
24/06/2016,Наличные,Транспорт,-6,UAH,-6,UAH,
24/06/2016,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
24/06/2016,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
25/06/2016,Наличные,Одежда,-350,UAH,-350,UAH,
25/06/2016,Наличные,Еда,-20,UAH,-20,UAH,
25/06/2016,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
25/06/2016,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
25/06/2016,Наличные,Бонус,540,UAH,540,UAH,
25/06/2016,ПриватБанк,e-buy,-75,UAH,-75,UAH,
25/06/2016,Наличные,Booze,-78,UAH,-78,UAH,
27/06/2016,Наличные,Еда,-9,UAH,-9,UAH,
27/06/2016,Наличные,Другое,-14,UAH,-14,UAH,
27/06/2016,Наличные,Booze,-120,UAH,-120,UAH,
28/06/2016,Наличные,Другое,-10,UAH,-10,UAH,
28/06/2016,Наличные,Еда,-154,UAH,-154,UAH,
29/06/2016,Наличные,Другое,-20,UAH,-20,UAH,
29/06/2016,Наличные,Кафе,-70,UAH,-70,UAH,
29/06/2016,Наличные,Booze,-8,UAH,-8,UAH,
30/06/2016,Наличные,Кафе,-75,UAH,-75,UAH,
01/07/2016,ПриватБанк,e-buy,-41,UAH,-41,UAH,
01/07/2016,Наличные,Подарки,-50,UAH,-50,UAH,
01/07/2016,Dollar,Зарплата,1 200,USD,34 560,UAH,
01/07/2016,Гривна,Зарплата,1 500,UAH,1 500,UAH,
01/07/2016,Наличные,Бонус,60,UAH,60,UAH,
02/07/2016,ПриватБанк,Связь,-51,UAH,-51,UAH,
02/07/2016,Наличные,Машина,-185,UAH,-185,UAH,
03/07/2016,Наличные,Стрижка,-50,UAH,-50,UAH,
03/07/2016,ПриватБанк,Одежда,-2 719,UAH,-2 719,UAH,
04/07/2016,Наличные,Кафе,-190,UAH,-190,UAH,
05/07/2016,Наличные,Кафе,-55,UAH,-55,UAH,
07/07/2016,ПриватБанк,e-buy,-124,UAH,-124,UAH,
07/07/2016,Наличные,Другое,-156,UAH,-156,UAH,
08/07/2016,Наличные,Подарки,-50,UAH,-50,UAH,
08/07/2016,Наличные,Кафе,-60,UAH,-60,UAH,
09/07/2016,Наличные,Транспорт,-4,UAH,-4,UAH,
10/07/2016,Наличные,Одежда,-285,UAH,-285,UAH,
10/07/2016,Наличные,Развлечения,-310,UAH,-310,UAH,
10/07/2016,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
10/07/2016,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
12/07/2016,Гривна,To 'Наличные',-500,UAH,-500,UAH,
12/07/2016,Наличные,From 'Гривна',500,UAH,500,UAH,
12/07/2016,Наличные,Кафе,-55,UAH,-55,UAH,
12/07/2016,Наличные,Образование,-855,UAH,-855,UAH,
13/07/2016,Наличные,Кафе,-50,UAH,-50,UAH,
13/07/2016,Наличные,Ремонт,-100,UAH,-100,UAH,
14/07/2016,Наличные,Кафе,-70,UAH,-70,UAH,
14/07/2016,Гривна,Ремонт,-500,UAH,-500,UAH,
14/07/2016,Наличные,Ремонт,-50,UAH,-50,UAH,
14/07/2016,Гривна,To 'Наличные',-500,UAH,-500,UAH,
14/07/2016,Наличные,From 'Гривна',500,UAH,500,UAH,
15/07/2016,Наличные,Кафе,-90,UAH,-90,UAH,
15/07/2016,Dollar,Подарки,-500,USD,-14 400,UAH,
15/07/2016,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
15/07/2016,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
16/07/2016,Наличные,Развлечения,-500,UAH,-500,UAH,
16/07/2016,Наличные,Развлечения,-100,UAH,-100,UAH,
17/07/2016,ПриватБанк,Еда,-528,UAH,-528,UAH,
18/07/2016,Наличные,Кафе,-65,UAH,-65,UAH,
18/07/2016,Наличные,Подарки,-50,UAH,-50,UAH,
18/07/2016,Dollar,Обмен,-400,USD,-11 520,UAH,
18/07/2016,Гривна,Зарплата,10 000,UAH,10 000,UAH,
18/07/2016,Гривна,Жилье,-2 500,UAH,-2 500,UAH,
19/07/2016,ПриватБанк,Жилье,-244,UAH,-244,UAH,
19/07/2016,ПриватБанк,Жилье,-275,UAH,-275,UAH,
19/07/2016,ПриватБанк,Жилье,-50,UAH,-50,UAH,
19/07/2016,ПриватБанк,Зарплата,5 000,UAH,5 000,UAH,
19/07/2016,Наличные,Кафе,-85,UAH,-85,UAH,
19/07/2016,Наличные,Подарки,-50,UAH,-50,UAH,
19/07/2016,Наличные,Жилье,-35,UAH,-35,UAH,
21/07/2016,ПриватБанк,Интернет,-200,UAH,-200,UAH,
21/07/2016,Наличные,Электроника,-74,UAH,-74,UAH,
21/07/2016,Гривна,Электроника,-2 500,UAH,-2 500,UAH,
22/07/2016,Наличные,Бонус,50,UAH,50,UAH,
22/07/2016,Наличные,Транспорт,-5,UAH,-5,UAH,
22/07/2016,Наличные,Кафе,-53,UAH,-53,UAH,
23/07/2016,Наличные,Кафе,-270,UAH,-270,UAH,
24/07/2016,Наличные,Машина,-10,UAH,-10,UAH,
24/07/2016,Наличные,Другое,-4,UAH,-4,UAH,
24/07/2016,ПриватБанк,Кафе,-116,UAH,-116,UAH,
24/07/2016,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
24/07/2016,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
24/07/2016,Наличные,Еда,-204,UAH,-204,UAH,
25/07/2016,Наличные,Кафе,-60,UAH,-60,UAH,
25/07/2016,ПриватБанк,Жилье,-45,UAH,-45,UAH,
25/07/2016,Гривна,To 'Наличные',-400,UAH,-400,UAH,
25/07/2016,Наличные,From 'Гривна',400,UAH,400,UAH,
26/07/2016,Наличные,Транспорт,-4,UAH,-4,UAH,
26/07/2016,Наличные,Кафе,-90,UAH,-90,UAH,
26/07/2016,ПриватБанк,Gum,-32,UAH,-32,UAH,
27/07/2016,Гривна,Здоровье,-2 000,UAH,-2 000,UAH,
27/07/2016,Наличные,Химия,-66,UAH,-66,UAH,
27/07/2016,ПриватБанк,Кафе,-74,UAH,-74,UAH,
28/07/2016,Наличные,Кафе,-60,UAH,-60,UAH,
29/07/2016,Наличные,Кафе,-66,UAH,-66,UAH,
30/07/2016,ПриватБанк,Еда,-538,UAH,-538,UAH,
30/07/2016,Наличные,Развлечения,-20,UAH,-20,UAH,
30/07/2016,ПриватБанк,Еда,-144,UAH,-144,UAH,
01/08/2016,Наличные,Кафе,-65,UAH,-65,UAH,
02/08/2016,Наличные,Кафе,-85,UAH,-85,UAH,
02/08/2016,ПриватБанк,Топливо,-770,UAH,-770,UAH,
03/08/2016,Наличные,Кафе,-60,UAH,-60,UAH,
04/08/2016,ПриватБанк,Кафе,-59,UAH,-59,UAH,
05/08/2016,Наличные,Транспорт,-4,UAH,-4,UAH,
05/08/2016,Наличные,Бонус,200,UAH,200,UAH,
05/08/2016,Пумб,Зарплата,529,UAH,529,UAH,
05/08/2016,Наличные,Транспорт,-150,UAH,-150,UAH,
05/08/2016,Dollar,Бонус,1 470,USD,42 336,UAH,
05/08/2016,Гривна,Зарплата,25 000,UAH,25 000,UAH,
05/08/2016,Dollar,Обмен,-1 000,USD,-28 800,UAH,
05/08/2016,ПриватБанк,Еда,-549,UAH,-549,UAH,
06/08/2016,Наличные,Booze,-20,UAH,-20,UAH,
07/08/2016,Наличные,Стрижка,-50,UAH,-50,UAH,
07/08/2016,Наличные,Машина,-10,UAH,-10,UAH,
07/08/2016,Наличные,"Кино, театр, музей",-70,UAH,-70,UAH,
07/08/2016,Наличные,Кафе,-320,UAH,-320,UAH,
07/08/2016,Наличные,Другое,-6,UAH,-6,UAH,
08/08/2016,Наличные,Транспорт,-4,UAH,-4,UAH,
08/08/2016,ПриватБанк,Gum,-21,UAH,-21,UAH,
08/08/2016,Гривна,To 'Наличные',-2 000,UAH,-2 000,UAH,
08/08/2016,Наличные,From 'Гривна',2 000,UAH,2 000,UAH,
08/08/2016,Наличные,Транспорт,-5,UAH,-5,UAH,
08/08/2016,Наличные,Кафе,-55,UAH,-55,UAH,
08/08/2016,ПриватБанк,Еда,-500,UAH,-500,UAH,
09/08/2016,Бонус +,Бонус,712,UAH,712,UAH,
10/08/2016,Наличные,Подарки,-50,UAH,-50,UAH,
10/08/2016,ПриватБанк,To 'Наличные',-102,UAH,-102,UAH,
10/08/2016,Наличные,From 'ПриватБанк',102,UAH,102,UAH,
10/08/2016,ПриватБанк,Gum,-22,UAH,-22,UAH,
10/08/2016,Наличные,Машина,-1 000,UAH,-1 000,UAH,
11/08/2016,Гривна,To 'Наличные',-4 000,UAH,-4 000,UAH,
11/08/2016,Наличные,From 'Гривна',4 000,UAH,4 000,UAH,
11/08/2016,Наличные,Кафе,-50,UAH,-50,UAH,
11/08/2016,Наличные,Электроника,-1 749,UAH,-1 749,UAH,
12/08/2016,ПриватБанк,Связь,-102,UAH,-102,UAH,
12/08/2016,Наличные,Кафе,-90,UAH,-90,UAH,
12/08/2016,Наличные,Машина,-2 724,UAH,-2 724,UAH,
13/08/2016,Гривна,To 'Наличные',-600,UAH,-600,UAH,
13/08/2016,Наличные,From 'Гривна',600,UAH,600,UAH,
13/08/2016,ПриватБанк,Еда,-600,UAH,-600,UAH,
14/08/2016,Гривна,Ребенок,-1 000,UAH,-1 000,UAH,
14/08/2016,Наличные,Здоровье,-2,UAH,-2,UAH,
15/08/2016,Гривна,To 'Наличные',-500,UAH,-500,UAH,
15/08/2016,Наличные,From 'Гривна',500,UAH,500,UAH,
15/08/2016,Наличные,Другое,-328,UAH,-328,UAH,
15/08/2016,ПриватБанк,Кафе,-78,UAH,-78,UAH,
15/08/2016,ПриватБанк,Жилье,-285,UAH,-285,UAH,
15/08/2016,ПриватБанк,Жилье,-265,UAH,-265,UAH,
15/08/2016,ПриватБанк,Жилье,-49,UAH,-49,UAH,
16/08/2016,Наличные,Здоровье,-30,UAH,-30,UAH,
16/08/2016,Наличные,Здоровье,-20,UAH,-20,UAH,
16/08/2016,Гривна,Ребенок,-1 000,UAH,-1 000,UAH,
16/08/2016,Гривна,Ребенок,-5 500,UAH,-5 500,UAH,
16/08/2016,Наличные,Другое,-40,UAH,-40,UAH,
16/08/2016,Наличные,Ребенок,-40,UAH,-40,UAH,
16/08/2016,Наличные,Ребенок,-200,UAH,-200,UAH,
16/08/2016,ПриватБанк,Бонус,2 725,UAH,2 725,UAH,
16/08/2016,Гривна,Ребенок,-11 000,UAH,-11 000,UAH,
16/08/2016,Наличные,Ребенок,-500,UAH,-500,UAH,
16/08/2016,Гривна,Бонус,100,UAH,100,UAH,
16/08/2016,Гривна,Бонус,13 000,UAH,13 000,UAH,
16/08/2016,Гривна,Бонус,16 100,UAH,16 100,UAH,
17/08/2016,Dollar,Обмен,-500,USD,-14 400,UAH,
17/08/2016,Наличные,Ребенок,-169,UAH,-169,UAH,
17/08/2016,Пумб,Зарплата,1 736,UAH,1 736,UAH,
17/08/2016,Наличные,Бонус,69,UAH,69,UAH,
17/08/2016,Наличные,Ребенок,-400,UAH,-400,UAH,
18/08/2016,Гривна,To 'Наличные',-3 000,UAH,-3 000,UAH,
18/08/2016,Наличные,From 'Гривна',3 000,UAH,3 000,UAH,
18/08/2016,Наличные,Здоровье,-400,UAH,-400,UAH,
18/08/2016,Наличные,Машина,-10,UAH,-10,UAH,
18/08/2016,ПриватБанк,Еда,-273,UAH,-273,UAH,
18/08/2016,Наличные,Здоровье,-552,UAH,-552,UAH,
18/08/2016,Наличные,Здоровье,-580,UAH,-580,UAH,
18/08/2016,Наличные,Ребенок,-146,UAH,-146,UAH,
18/08/2016,ПриватБанк,Еда,-183,UAH,-183,UAH,
19/08/2016,Наличные,Одежда,-628,UAH,-628,UAH,
19/08/2016,ПриватБанк,Ребенок,-456,UAH,-456,UAH,
19/08/2016,ПриватБанк,Ребенок,-273,UAH,-273,UAH,
19/08/2016,ПриватБанк,Еда,-14,UAH,-14,UAH,
19/08/2016,Наличные,Booze,-92,UAH,-92,UAH,
19/08/2016,Наличные,Здоровье,-400,UAH,-400,UAH,
20/08/2016,ПриватБанк,Кафе,-62,UAH,-62,UAH,
20/08/2016,Гривна,To 'Наличные',-2 000,UAH,-2 000,UAH,
20/08/2016,Наличные,From 'Гривна',2 000,UAH,2 000,UAH,
20/08/2016,Гривна,Жилье,-5 000,UAH,-5 000,UAH,
20/08/2016,Гривна,To 'ПриватБанк',-2 000,UAH,-2 000,UAH,
20/08/2016,ПриватБанк,From 'Гривна',2 000,UAH,2 000,UAH,
20/08/2016,ПриватБанк,Здоровье,-257,UAH,-257,UAH,
20/08/2016,ПриватБанк,Еда,-207,UAH,-207,UAH,
20/08/2016,Наличные,Химия,-25,UAH,-25,UAH,
20/08/2016,ПриватБанк,Кафе,-70,UAH,-70,UAH,
20/08/2016,Наличные,Здоровье,-4,UAH,-4,UAH,
20/08/2016,Наличные,"Кино, театр, музей",-80,UAH,-80,UAH,
20/08/2016,Наличные,Booze,-14,UAH,-14,UAH,
21/08/2016,Наличные,Еда,-21,UAH,-21,UAH,
21/08/2016,Наличные,Топливо,-804,UAH,-804,UAH,
21/08/2016,ПриватБанк,Химия,-81,UAH,-81,UAH,
21/08/2016,Наличные,Химия,-85,UAH,-85,UAH,
21/08/2016,Бонус +,Кафе,-53,UAH,-53,UAH,
21/08/2016,Наличные,Здоровье,-38,UAH,-38,UAH,
21/08/2016,Наличные,Бонус,500,UAH,500,UAH,
22/08/2016,Наличные,Еда,-41,UAH,-41,UAH,
22/08/2016,Наличные,Ребенок,-391,UAH,-391,UAH,
22/08/2016,ПриватБанк,Ребенок,-107,UAH,-107,UAH,
22/08/2016,ПриватБанк,Кафе,-72,UAH,-72,UAH,
22/08/2016,Гривна,To 'Наличные',-2 000,UAH,-2 000,UAH,
22/08/2016,Наличные,From 'Гривна',2 000,UAH,2 000,UAH,
23/08/2016,ПриватБанк,Связь,-102,UAH,-102,UAH,
23/08/2016,Гривна,To 'Наличные',-2 000,UAH,-2 000,UAH,
23/08/2016,Наличные,From 'Гривна',2 000,UAH,2 000,UAH,
23/08/2016,Наличные,Здоровье,-160,UAH,-160,UAH,
23/08/2016,Наличные,Одежда,-2 179,UAH,-2 179,UAH,
23/08/2016,ПриватБанк,Ремонт,-862,UAH,-862,UAH,
23/08/2016,ПриватБанк,Другое,-431,UAH,-431,UAH,
23/08/2016,ПриватБанк,Еда,-205,UAH,-205,UAH,
23/08/2016,Наличные,Бонус,109,UAH,109,UAH,
24/08/2016,ПриватБанк,Ребенок,-424,UAH,-424,UAH,
24/08/2016,ПриватБанк,Еда,-55,UAH,-55,UAH,
24/08/2016,Наличные,Здоровье,-122,UAH,-122,UAH,
24/08/2016,ПриватБанк,Кафе,-65,UAH,-65,UAH,
25/08/2016,Наличные,Здоровье,-116,UAH,-116,UAH,
25/08/2016,ПриватБанк,Здоровье,-29,UAH,-29,UAH,
25/08/2016,ПриватБанк,Ребенок,-166,UAH,-166,UAH,
25/08/2016,ПриватБанк,Еда,-193,UAH,-193,UAH,
25/08/2016,Наличные,Электроника,-270,UAH,-270,UAH,
26/08/2016,Наличные,Здоровье,-200,UAH,-200,UAH,
26/08/2016,ПриватБанк,Еда,-150,UAH,-150,UAH,
26/08/2016,Наличные,Здоровье,-192,UAH,-192,UAH,
26/08/2016,Наличные,Booze,-30,UAH,-30,UAH,
27/08/2016,Гривна,To 'Наличные',-1 500,UAH,-1 500,UAH,
27/08/2016,Наличные,From 'Гривна',1 500,UAH,1 500,UAH,
27/08/2016,Наличные,Развлечения,-286,UAH,-286,UAH,
27/08/2016,Наличные,Электроника,-856,UAH,-856,UAH,
27/08/2016,Наличные,Еда,-65,UAH,-65,UAH,
27/08/2016,Наличные,Gum,-21,UAH,-21,UAH,
27/08/2016,Наличные,Здоровье,-522,UAH,-522,UAH,
28/08/2016,ПриватБанк,Еда,-30,UAH,-30,UAH,
29/08/2016,ПриватБанк,Еда,-50,UAH,-50,UAH,
29/08/2016,ПриватБанк,Интернет,-200,UAH,-200,UAH,
29/08/2016,Наличные,Кафе,-55,UAH,-55,UAH,
29/08/2016,Наличные,Бонус,800,UAH,800,UAH,
30/08/2016,Наличные,Здоровье,-1,UAH,-1,UAH,
30/08/2016,Наличные,Здоровье,-160,UAH,-160,UAH,
30/08/2016,Наличные,Химия,-545,UAH,-545,UAH,
30/08/2016,Наличные,Booze,-40,UAH,-40,UAH,
31/08/2016,ПриватБанк,Кафе,-73,UAH,-73,UAH,
01/09/2016,Гривна,To 'Наличные',-1 000,UAH,-1 000,UAH,
01/09/2016,Наличные,From 'Гривна',1 000,UAH,1 000,UAH,
01/09/2016,ПриватБанк,Кафе,-73,UAH,-73,UAH,
01/09/2016,Наличные,Ребенок,-575,UAH,-575,UAH,
01/09/2016,ПриватБанк,Еда,-72,UAH,-72,UAH,
02/09/2016,ПриватБанк,Другое,-201,UAH,-201,UAH,
02/09/2016,Наличные,Здоровье,-100,UAH,-100,UAH,
02/09/2016,Наличные,Топливо,-655,UAH,-655,UAH,
02/09/2016,ПриватБанк,Еда,-300,UAH,-300,UAH,
03/09/2016,Наличные,Еда,-200,UAH,-200,UAH,
05/09/2016,Наличные,Здоровье,-172,UAH,-172,UAH,
05/09/2016,Наличные,Здоровье,-440,UAH,-440,UAH,
05/09/2016,Наличные,Другое,-465,UAH,-465,UAH,
05/09/2016,Наличные,Кафе,-77,UAH,-77,UAH,
05/09/2016,Наличные,Ребенок,-306,UAH,-306,UAH,
05/09/2016,Наличные,Еда,-114,UAH,-114,UAH,
05/09/2016,Наличные,Здоровье,-400,UAH,-400,UAH,
05/09/2016,Наличные,Booze,-30,UAH,-30,UAH,
06/09/2016,Наличные,Бонус,215,UAH,215,UAH,
06/09/2016,Наличные,Бонус,397,UAH,397,UAH,
06/09/2016,ПриватБанк,Кафе,-94,UAH,-94,UAH,
07/09/2016,Гривна,To 'Наличные',-2 000,UAH,-2 000,UAH,
07/09/2016,Наличные,From 'Гривна',2 000,UAH,2 000,UAH,
07/09/2016,ПриватБанк,Кафе,-62,UAH,-62,UAH,
07/09/2016,ПриватБанк,Здоровье,-171,UAH,-171,UAH,
07/09/2016,ПриватБанк,Ребенок,-129,UAH,-129,UAH,
07/09/2016,ПриватБанк,Еда,-175,UAH,-175,UAH,
07/09/2016,ПриватБанк,Химия,-87,UAH,-87,UAH,
07/09/2016,ПриватБанк,Зарплата,5 200,UAH,5 200,UAH,
08/09/2016,Dollar,Обмен,-200,USD,-5 760,UAH,
08/09/2016,Наличные,Еда,-120,UAH,-120,UAH,
09/09/2016,ПриватБанк,Кафе,-73,UAH,-73,UAH,
09/09/2016,ПриватБанк,Здоровье,-1,UAH,-1,UAH,
09/09/2016,ПриватБанк,Ребенок,-129,UAH,-129,UAH,
09/09/2016,ПриватБанк,Еда,-65,UAH,-65,UAH,
10/09/2016,Наличные,Еда,-257,UAH,-257,UAH,
11/09/2016,ПриватБанк,Еда,-92,UAH,-92,UAH,
11/09/2016,Наличные,Здоровье,-150,UAH,-150,UAH,
11/09/2016,ПриватБанк,Кафе,-65,UAH,-65,UAH,
12/09/2016,Наличные,Кафе,-55,UAH,-55,UAH,
12/09/2016,Наличные,Транспорт,-9,UAH,-9,UAH,
12/09/2016,Наличные,Другое,-10,UAH,-10,UAH,
12/09/2016,Наличные,Электроника,-35,UAH,-35,UAH,
12/09/2016,ПриватБанк,Ребенок,-164,UAH,-164,UAH,
12/09/2016,ПриватБанк,Еда,-225,UAH,-225,UAH,
12/09/2016,ПриватБанк,Другое,-300,UAH,-300,UAH,
13/09/2016,Наличные,Кафе,-55,UAH,-55,UAH,
13/09/2016,Dollar,Зарплата,1 400,USD,40 320,UAH,
13/09/2016,Dollar,Бонус,700,USD,20 160,UAH,
13/09/2016,Наличные,Еда,-300,UAH,-300,UAH,
14/09/2016,ПриватБанк,Жилье,-255,UAH,-255,UAH,
